from,to,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,14,0.0844864388259019,0.089964651704648,0.07464011453936623,0.08833203670033393,0.1664916037697381,0.07016676124122977,0.15714482348645126,0.07364152455669458,0.13589108417266063,0.1816259933665757,0.1081595327139763,0.02541972123032786,0.06514449923873133,0.030689017729620224,0.10520044175675307,0.030623761626537932,0.10438775475828094,0.09679659480670828,0.055897493037578565,0.08738695855656965,0.11833019075689255,0.11471027174107701,0.06418651250691286,0.14835510465547008,0.1498351860367725,0.09703818462982913,0.10546078463189608,0.08388948152443365,0.11872984195898466,0.02919190858821523,0.07427327766056588,0.129605222214719,0.097301483062607,0.11078841745743422,0.09060145549642029,0.06663492255917972,0.09540873124831949,0.1218825989208255,0.05190487669585861,0.051722129488835894,0.08902750235240468,0.10339802215071717,0.08311435454240651,0.1021750833019576,0.10493577370442364,0.05369365343856211,0.09221822762368535,0.034554919706803175,0.1383676264540572,0.16701703399264217,0.13166474049504143,0.12849305909642408,0.13645332733060714,0.16730914485198,0.015621163647929759,0.17988161900711627,0.14707513660515134,0.13013485850900008,0.10777064838043149,0.11860944894149694,0.18821448408735955,0.1172820458900603,0.09735626571086974,0.13566448517804097,0.06863507365817864,0.060753943366917994,0.08363775696246925,0.07689452601194943,0.05643167940361535,0.14104572320519526,0.08408379315175658,0.1962643770275651,0.1495476150205112,0.09219666304004079,0.13104684912515346,0.12783152415565252,0.09543646233031972,0.06516954372261015,0.10852896828737957,0.1120807073024547,0.06025908060655617,0.11077908047528824,0.08525226325176168,0.04546488499674531,0.03383326265538682,0.06028322574237844,0.07447553626849997,0.14148659051168055,0.09544944591598492,0.12438855724475816,0.1088756138128068,0.1061490589004312,0.11200756461750178,0.17685190350675328,0.06890021172319816,0.16295995238692101,0.19349264044428502,0.1256272926421692,0.1462598596366845,0.15392988879378394
0,61,0.15161119171690063,0.056404333074029034,0.06857247185925848,0.030835676982267135,0.08398103843638476,0.13052528255614199,0.10026224392402065,0.06245566741154828,0.11900239412768676,0.0395320559139989,0.060858455035626105,0.026904428767563493,0.11857669118317375,0.03739863475420753,0.0994587254726567,0.12599996727680926,0.10861612076670593,0.08101185022263865,0.09630399898327971,0.0796169990317935,0.08191209295928005,0.10391651126108076,0.1572627455463444,0.08336449536783166,0.18559599236091537,0.10032602200742896,0.08602459907685671,0.12495503946990755,0.14225652525116114,0.06849487289006267,0.02847759820369959,0.14499542285684225,0.1329157737263672,0.0697549759569103,0.05102923895510067,0.07476006777888505,0.15771854632494445,0.19331315506683325,0.03907782519525482,0.11011840702974522,0.1505593135781595,0.015099046415235504,0.05053735009635728,0.15456168631552483,0.12198882722261398,0.1063438706304099,0.17513298162697838,0.08169614838568126,0.06643887733244096,0.1002371374802774,0.0747467714651692,0.09972368427651036,0.07265578266849816,0.05108793563210867,0.11772318689544008,0.06709953879958873,0.18466886705436397,0.06855121409436861,0.02504794630501006,0.07801750444047191,0.06694665498121774,0.14974376277251608,0.0518782786979722,0.19990241755958504,0.06689027778922743,0.18075091872394722,0.08158234183667264,0.06562067768510604,0.14031674788008275,0.12196823050049668,0.02244360940171057,0.13929582183635492,0.06371629149159955,0.09423985874748585,0.05242311024709176,0.08910926898956563,0.15374657736850217,0.10006214328156773,0.0027265730556991497,0.08880846952685978,0.0918918287479379,0.09028468467360072,0.12244970103447714,0.0835106758945551,0.13156750448927845,0.12510079913854133,0.1194574339361319,0.03985205426124644,0.13896447377221732,0.17437450599410165,0.0325422282614498,0.043588246297642456,0.0904969216037505,0.06401001827370659,0.16759964924731213,0.1560105962981743,0.13469114687377207,0.11797034875653992,0.16470896033385193,0.04433336692293286
0,82,0.06477060978369437,0.11031084333656065,0.07125733762084493,0.10887809537499746,0.09697885566757965,0.15831516165064033,0.1402873263815119,0.11681882146769199,0.1067088990758888,0.08627928196914779,0.06933572142886538,0.13744310901230483,0.02379440473470193,0.13868326028229055,0.19710774424382138,0.06743669794658816,0.1285524135945218,0.13658271665818902,0.06155556779010808,0.1342971102217591,0.09042294459198519,0.032314668085799525,0.12359204690595882,0.08287609463104492,0.15728749049779608,0.13932979797600883,0.07099350206582523,0.14970891090529942,0.12000918900725427,0.11297971448219693,0.019280343086594195,0.16045631991863096,0.11040809068899377,0.08932277470854835,0.10448719026949774,0.13359711810662456,0.07126028577822288,0.09320400914815252,0.09040583533129433,0.08129198278772674,0.08413474452818859,0.04723998255670388,0.03918563998023472,0.16717731297718363,0.11820982048972814,0.0578323230010941,0.11695622533646655,0.14018710913237356,0.1572384319478709,0.06326626283785791,0.08928590317366296,0.05894516922419381,0.06385101324252965,0.11695344299580608,0.10535550965890235,0.06407644301925927,0.08652991695631686,0.07717546056483814,0.09367891198812858,0.03951891807524563,0.045577273932509876,0.025815859728118423,0.08322582323849263,0.16293440148906443,0.10122427546747804,0.14501084806003353,0.11655867234377959,0.0879717668778016,0.11532205100508838,0.14989799517525293,0.14914141307213957,0.10716019108329372,0.0467763809896979,0.096501632728555,0.12960016523801518,0.020961527057464555,0.14909910930280257,0.12069645971649978,0.07415979814162345,0.10121889534878697,0.05746348285508611,0.119863316494292,0.13072889440436863,0.14409877889245,0.10642826226842884,0.09770434999444207,0.031229083775563188,0.06667581307309331,0.14527498985211312,0.12379283176306247,0.08992315592667452,0.06808780876467611,0.06588121489479362,0.010870241635406702,0.04456840737647976,0.12494936128298195,0.0413113311084401,0.09006750474235513,0.16253920590864201,0.06241413730834752
0,129,0.0837336180357292,0.12005179612591066,0.19142701181449537,0.051071554998887346,0.11246231116644907,0.05366904223806718,0.04708291384025684,0.07293743615561077,0.010682844038497688,0.07247285450921197,0.13201967290148614,0.0926970419540928,0.07003205401870019,0.16138769383914606,0.06741914955597084,0.03487118085979628,0.012392492468676769,0.12622912518220888,0.07381773746380436,0.08945150024772625,0.15857768113559095,0.029658508300326375,0.11766364458112927,0.16368653156398616,0.1538066956996649,0.13959512389936077,0.03738298009604306,0.08231375929886525,0.019503558601764448,0.16564736455972823,0.10933835594423214,0.0609928368643623,0.1558506472525777,0.1351504621079031,0.12295894971781333,0.13079393765460479,0.01110357749939793,0.049251955164526254,0.025524330926378805,0.08510991852753444,0.09063560511760105,0.05684264610937182,0.1481793892673512,0.04993718135106515,0.10512939241652304,0.10546822202352986,0.12607601453844985,0.16938842500160872,0.08429432398898408,0.04379385624761615,0.12404132976873555,0.11087419313954065,0.0765496992767477,0.12974671690289774,0.12228402553724296,0.04274388154595121,0.10984373321357829,0.06514361899879967,0.09835210629260269,0.16801743283566906,0.03256762602576155,0.0893224031074558,0.08459239486948,0.1818865294775011,0.10416819584118922,0.10392974555373745,0.10333054729566511,0.09704816015217686,0.15747072125510508,0.1632810293239922,0.13969421199788132,0.16257244586498892,0.13732437004324452,0.18426100348249802,0.061624574378671554,0.16293495397369517,0.07860990480548039,0.057462405403323084,0.10079147163301662,0.08379374741985751,0.14924982700106276,0.08646255973165881,0.07957429390173243,0.0250779341224157,0.09440557676467008,0.05726116845640292,0.057110920042084325,0.13424979684337807,0.19851773094222025,0.06577659885088014,0.10594864385333246,0.00035306445687958987,0.17120844086474502,0.12933823932684363,0.11182122740190382,0.10730550502852336,0.06999394589714877,0.019599604499771717,0.11301521870673653,0.052583955115144305
0,80,0.06581893289805814,0.04710060381923038,0.09110513680437031,0.06200961334576909,0.12445761567537088,0.09978287239557812,0.06171558284269563,0.17612957027828607,0.11937597423129952,0.10416467310902323,0.08504903650740195,0.0780111696547561,0.1032506166802905,0.14084343887770717,0.1453494979043842,0.10443736608511449,0.15161518519449227,0.1469630696224677,0.06161310044883961,0.14979901785029348,0.17052222695028296,0.11814135870745791,0.09527655297025335,0.047343220043606096,0.10320150271895769,0.16351419962558367,0.1288546590817099,0.19292308292688323,0.04479279370166759,0.09428813972517675,0.08767408313893062,0.06854126060684787,0.06351941158450353,0.10109043061600241,0.0842086122910759,0.04053251509964794,0.14191428058657704,0.10231552331421895,0.1405915385924378,0.1497525246866722,0.12720718196450112,0.12607242662927243,0.1634620408079242,0.09504229234267979,0.04219165447689848,0.09287047641359311,0.05627674774154869,0.1076897395219216,0.01991734822669683,0.09199803784221144,0.11609678930689747,0.17873330668621026,0.09721039796420143,0.11312495141308998,0.11051974328773315,0.1311554746078933,0.09770663220406384,0.08938713199741011,0.04079827764279276,0.07025809530980452,0.010060378615105711,0.023625600116659665,0.017448098043954946,0.07853513593986669,0.007569023921574866,0.11034792735161364,0.06147673857522367,0.1244807489779555,0.08021029969658827,0.09171103800375381,0.07098563675511876,0.07997988851317095,0.13537428380401528,0.09801561578410757,0.03253697087390889,0.05501136739076997,0.14880629873719273,0.0013780859495075848,0.04747319891612276,0.08422582362141981,0.07240965678807594,0.019823359973052956,0.16385750102475127,0.19810201914949627,0.08142310125428345,0.06316520063457251,0.05407450114662016,0.09199809216648774,0.08815061886166314,0.07231568778432083,0.13775867946123058,0.10812783796539871,0.12875087708273497,0.16162833568920554,0.08649062113000745,0.023618256708698465,0.08654658017801747,0.07200192969788485,0.0892526383463822,0.06886600008499887
0,106,0.10102904410813407,0.026710216964095368,0.07780821684473668,0.13998775906733918,0.017611793214079977,0.08817410714869882,0.08520342550373165,0.10962896729791145,0.18746430330244368,0.12069496571131333,0.0032137715944487583,0.035729268346626944,0.029857220513541186,0.09105397571083343,0.07507651510204782,0.06333777003130317,0.10420084505307778,0.13746196561276747,0.17452755949336862,0.08714385203322733,0.1477577902588819,0.08694202358041772,0.033187759448874615,0.09829427043622052,0.09324424918478541,0.06186159633049215,0.06599320986251447,0.114082582999214,0.1557099887479465,0.01876268888377318,0.15350166068527327,0.07222558376359334,0.15413936943139675,0.12530128871203924,0.09517730815568007,0.12282719421273022,0.029118585173925057,0.05070527809319204,0.17568782250050557,0.13247384842581383,0.1356612706316812,0.11379851491381017,0.09270824546403739,0.061675103282714326,0.12370860511497479,0.06675112170969585,0.08330346645447637,0.1349806125712349,0.09038346861586319,0.1592372470036562,0.0499282682794879,0.09618455189526234,0.13605651008021136,0.06344332688911031,0.06693007513477553,0.19445712337776627,0.10083042395710527,0.16745677651461005,0.1087367557487762,0.13063139119860967,0.06746190146782312,0.054159222778815276,0.0755316525115838,0.11257390859273576,0.14162458385604457,0.12526882943555862,0.11223657277396429,0.1816950986627193,0.11870406767838573,0.09428278319269612,0.06614870641849588,0.1940788265972244,0.11895665520979695,0.04686951703358741,0.10045686809232984,0.1414328924097672,0.0517611631112189,0.1107452697879792,0.10522774419864736,0.03991151704566598,0.15457122659941724,0.13244527957243016,0.15229928543929083,0.09483218738399098,0.07286071943822373,0.16446984838603468,0.1154979669248993,0.09711912533800889,0.14820599759096242,0.08935547374641899,0.09647426848167649,0.05820618208845334,0.11743164707078826,0.14363738969546366,0.1263610256031899,0.06174360373918444,0.11762194114955454,0.05514176865708532,0.13785749488719462,0.10077026750914793
1,0,0.14976305036212886,0.030666537880296454,0.19126147858615533,0.1536357095206939,0.07890926467273843,0.04586446285519813,0.07694040613971478,0.1903237423867153,0.11720385932993724,0.07821388204240419,0.05438473592807693,0.007156659818452177,0.0028213978768382164,0.10857395926449666,0.04269046663556219,0.14354383564117862,0.17200292767816416,0.11756523656563073,0.05633556703139663,0.024787248817500412,0.04572007648072605,0.06132430869623661,0.06591621297161708,0.08300800929400916,0.1956640711293126,0.13717438210712618,0.10056822595207726,0.032396302873148236,0.08557883890438042,0.1273028498058391,0.08172942453455861,0.033888311505074306,0.09343771563314475,0.14694531182162254,0.09043396165995198,0.11094183474389949,0.15397275955794779,0.04616863157048069,0.09076430769749969,0.1608410164403837,0.1786300486596711,0.09261280557669252,0.10404427746233232,0.1464616281883863,0.03893232724563078,0.11045637587539028,0.12371924476096677,0.1631552976635976,0.1442670720998402,0.13991338064269165,0.12164585749875818,0.1682004482464589,0.10915108870809047,0.02589193817616374,0.1190335330255177,0.0628010025666216,0.0787692435340725,0.09881783088839138,0.11851040304895767,0.14164175806564816,0.17974144310094814,0.058378038697575706,0.17365733324894117,0.07450074846428112,0.05020189596964073,0.04909289988040072,0.0959556894731816,0.05437374011499616,0.13677357130496667,0.14687029596922102,0.08776019911995024,0.06180283903490467,0.11088721956957626,0.14260505735771709,0.09579237478955788,0.10296785499759192,0.17259668157014452,0.04254198630828752,0.14259939174943062,0.11337957860439507,0.15971614224280092,0.04524030533086152,0.08826760160017941,0.08274382344747269,0.19931073969084037,0.11213608537759204,0.17415604331431261,0.19953863606405542,0.07181698277102222,0.14803641538069195,0.11512239066131257,0.09064106875980767,0.1228438383095875,0.08180325986015706,0.029194478792703107,0.14568198087941642,0.08841915698922247,0.10230365348203928,0.12130331518935043,0.15267440562340534
1,5,0.1350378586345738,0.13395735809509327,0.18547992189872942,0.14739724268316945,0.027051051630790926,0.0674233837588582,0.08226351329068832,0.04864209985005272,0.09203382127409662,0.11753468073225135,0.012671679423760934,0.0220165282205015,0.11610640618159214,0.03369394106768123,0.07750300132202768,0.12658177812870408,0.07961422656283437,0.050996734198013184,0.10321556749741756,0.06528072226873091,0.09620410392664216,0.05521680913803054,0.1710548884817702,0.18244917393372218,0.107913082247238,0.07486974310865308,0.055719937463644016,0.07064892333759869,0.17589908555272013,0.12048183660005525,0.09243951153238403,0.0776280764330532,0.0633827336598465,0.07045817256573718,0.07626619832663101,0.16491062657328406,0.16117974673624313,0.09799307491609663,0.032518369804965724,0.14973232455694485,0.008235234896658991,0.12290150888995709,0.14522398699887068,0.12889163406815646,0.16475135021478862,0.12424668174167988,0.07844588994964985,0.13301691106620567,0.04531508775667217,0.05569431761797339,0.17782330770146382,0.11531660261124445,0.09431608894285579,0.03281733923317899,0.06291647333697113,0.08941425030903877,0.08526306095364575,0.11721206815681375,0.05232093803055745,0.01540295781101722,0.07748346592442625,0.14528267414024226,0.10832979095911821,0.04378043059439232,0.1760804897504203,0.16473815439725348,0.02888369645568241,0.1677554661255088,0.0913969361101353,0.04728586732301413,0.18071664709300636,0.06678903079688447,0.0013097225831125436,0.1302636911709117,0.07058625427364279,0.08228244095939746,0.07608662102678336,0.13430506180267096,0.03649568252938455,0.1546933890764162,0.125265750804145,0.16705356836289564,0.0762455388204021,0.17716565907101733,0.059944301716306284,0.03492992764742542,0.19584045451439336,0.09300573337837094,0.10793777270209703,0.032918404758978295,0.10297968296302147,0.17328705928877858,0.022188445738233503,0.05810928519539983,0.10178698510286374,0.1699376487888246,0.1355268605990061,0.08176394366165553,0.11611595195708659,0.08481810236936854
1,44,0.10400305230915839,0.1932866173416522,0.16394012609692743,0.13327178450111565,0.015829346328053634,0.14906498102531465,0.0981663208311851,0.029638930691987198,0.032663055257680235,0.10286601666329379,0.13626588251169325,0.08548889701211797,0.15917190672770226,0.16805497926720475,0.09798480402644934,0.1493597436866961,0.17842676314647415,0.16823039027427716,0.016778864360964776,0.05305924764319162,0.19920809958448008,0.14535872788104362,0.19275107254743937,0.06214411525859995,0.18056932355162875,0.09340298865867758,0.13885996150665084,0.17840131822279004,0.18296388809940514,0.13438120473643356,0.1227139097371731,0.14584594279589597,0.12086477235305916,0.18337978521603523,0.08441281573928607,0.10217777142956538,0.09839204455373111,0.08511213969456297,0.19567963318951304,0.14749842337267857,0.12653306041400667,0.14163700493691986,0.08198066487491594,0.03761291136943368,0.07247806779093305,0.10894508764595257,0.13942344767974849,0.048827811593967485,0.15350116288582724,0.10936411627620883,0.13572538516805982,0.04425219343626601,0.011600401442129066,0.05784539428303892,0.15739416738282438,0.050119825284777375,0.10483535306366784,0.12050312627567533,0.10450563685521143,0.15053488814570395,0.051002874700094375,0.11947769412443364,0.13528928061560838,0.15967089940149548,0.13046183939283526,0.13061378372511095,0.10160073232364868,0.17357717542543494,0.15725834233176145,0.09098017645910263,0.13705075257372287,0.07308348669579723,0.11589457072937513,0.04205243588244028,0.12066379373137519,0.13119289965545966,0.0810947385643974,0.15975546819116557,0.07620587185970962,0.029602734890800383,0.08236618774782413,0.07065078619067869,0.023362147760714894,0.055694743175786376,0.13933298855780005,0.12596013996812033,0.040452910661318855,0.05321216691580751,0.07198648597369985,0.1127031468396003,0.09154202439107548,0.12056123933108376,0.02609788941540228,0.11109829548302672,0.12553482364931437,0.042455395900602724,0.15742135255900652,0.018707990241253317,0.06023317083804673,0.18772842097086564
1,82,0.08603701345129548,0.12981099609834862,0.0455410134439078,0.06607213724900363,0.09679895522828355,0.06109103402776245,0.15034317443010833,0.10424036947878913,0.1324806795270307,0.08944354907180359,0.07016183087877108,0.1095642354721649,0.05800591017683505,0.0777007450530424,0.05500591376844576,0.037875772712952505,0.04918883530448777,0.12800288000655904,0.0060087609649852325,0.049555863709400044,0.08061550192784706,0.09998976368404319,0.14391153034461457,0.14882816858329312,0.00022044172662831485,0.13142256665540342,0.10178169821448758,0.14992123836816215,0.0755199395506107,0.1777537842187369,0.1557404953549753,0.11239685147375159,0.034098866943687856,0.18145019554254255,0.12727130277364695,0.07416815834603407,0.10965093314043281,0.06524151790741775,0.14765629653187665,0.1106497487378827,0.10175898821128625,0.08957703349494303,0.054916246457689416,0.061737859132836026,0.13975268221379242,0.17136143572951118,0.057137745481732005,0.11357253135282876,0.10065975923104632,0.010136731191762241,0.04481957348880834,0.06604862865089042,0.0170261338869874,0.06352089942812449,0.08278517307814183,0.08974128329578115,0.14153076428586991,0.13623670493457152,0.033912806936353346,0.16933463823051048,0.06123608481953495,0.1339171684653886,0.06935275826649792,0.09444459938173318,0.12459008282815531,0.11301633603699834,0.11965792205815519,0.14989657007971566,0.16392921190260334,0.10925081678688046,0.08707528186387163,0.09549526703346581,0.06269045542899826,0.011407160922329768,0.09786223791404645,0.0618919149519709,0.11499051620166174,0.05465886175268361,0.05957011977977979,0.061780031202609935,0.03378030996105681,0.08970344913798142,0.02115980705169053,0.19361885235309037,0.07015985547345405,0.05781475450204496,0.0916282261875775,0.13913684869933932,0.14116044638649292,0.04588946733017901,0.04029907257511556,0.07789015691088072,0.12122107126389037,0.17640466190176313,0.10152656430082548,0.04746334735176486,0.03452223445668512,0.12345055774228136,0.003279018898160027,0.1511040360415556
